isbn,title,author,price,nstc,format,publisher,release_date,language,store_stock,store-location,boekpagina_url,,cover_url
9.78907E+12,Geheime driehoek Hc06. het verloren paradijs,"Convard, didier",9.99,2468790,Hardcover,Ballon Media N.V.,09/11/2023,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789069692937,,https://images.mind-books.nl/libris/book/cover/9789069692937
9.78905E+12,Boekenboek,MUS,22.5,2468866,Hardcover,BBNC cadeau,02/01/2025,NL,1,Kinderboeken,https://libris.nl/zoek?q=9789045326238,,https://images.mind-books.nl/libris/book/cover/9789045326238
9.78902E+12,The joy of water,Lonely Planet,12.5,2468894,e-book,Kosmos Uitgevers,30/01/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789021576183,,https://images.mind-books.nl/libris/book/cover/9789021576183
9.78905E+12,Tetris puzzelboek,Gareth Moore,15.99,2468960,Paperback,BBNC Uitgevers,03/12/2020,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789045324142,,https://images.mind-books.nl/libris/book/cover/9789045324142
9.78905E+12,Mr. Brein Whodunit Puzzelboek,Gareth Moore ; Laura Jayne Ayres,9.95,2468607,Paperback,BBNC Uitgevers,13/10/2019,NL,2,Kinderboeken,https://libris.nl/zoek?q=9789045328690,,https://images.mind-books.nl/libris/book/cover/9789045328690
9.78905E+12,Vier feest met ons,Valerie Wilding,15,2468936,Paperback,BBNC Uitgevers,16/08/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789045328805,,https://images.mind-books.nl/libris/book/cover/9789045328805
9.78902E+12,Hoe bak ik zuurdesembrood,Emmanuel Hadjiandreou,22.5,2468397,Paperback,Becht,22/06/2017,NL,0,Kookboeken,https://libris.nl/zoek?q=9789023014881,,https://images.mind-books.nl/libris/book/cover/9789023014881
9.78902E+12,Noten,Marjolaine Daguerre,9.95,2468905,Paperback,Becht,06/02/2025,NL,0,Kookboeken,https://libris.nl/zoek?q=9789023015055,,https://images.mind-books.nl/libris/book/cover/9789023015055
9.78902E+12,Groene geuren,Fern Green,22.5,2468489,Paperback,Becht,04/03/2005,NL,1,Kookboeken,https://libris.nl/zoek?q=9789023016786,,https://images.mind-books.nl/libris/book/cover/9789023016786
9.78946E+12,Mascha Planner,Mascha,15.99,2468396,Paperback,Bertram + de Leeuw Uitgevers BV,22/06/2016,NL,0,Non-fictie,https://libris.nl/zoek?q=9789461563125,,https://images.mind-books.nl/libris/book/cover/9789461563125
9.78902E+12,Over het land en over het water,W.G. Sebald,9.99,2468361,Paperback,"Bezige Bij b.v., Uitgeverij De",15/05/2017,NL,0,Fictie,https://libris.nl/zoek?q=9789023495871,,https://images.mind-books.nl/libris/book/cover/9789023495871
9.78902E+12,De essays,Jorge Luis Borges,15.99,2468210,midprice,"Bezige Bij b.v., Uitgeverij De",22/06/2014,NL,0,Fictie,https://libris.nl/zoek?q=9789023497103,,https://images.mind-books.nl/libris/book/cover/9789023497103
9.78902E+12,Een beeld van jou,Stefan Hertmans,22.5,2468149,Paperback,"Bezige Bij b.v., Uitgeverij De",01/01/2014,NL,0,Fictie,https://libris.nl/zoek?q=9789023497370,,https://images.mind-books.nl/libris/book/cover/9789023497370
9.7894E+12,Het litteken van de dood,Onno Blom,7.5,2468851,Paperback,"Bezige Bij b.v., Uitgeverij De",08/04/2025,NL,0,Fictie,https://libris.nl/zoek?q=9789403117706,,https://images.mind-books.nl/libris/book/cover/9789403117706
9.78902E+12,Bagels,"GROSSMAN, M.",22.5,2468332,Paperback,Gottmer Uitgevers Groep b.v.,01/01/2013,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789023012962,,https://images.mind-books.nl/libris/book/cover/9789023012962
9.7894E+12,Democratie is niet voor bange mensen,Marcia Luyten,12.5,2468524,Paperback,"Bezige Bij b.v., Uitgeverij De",08/04/2011,NL,4,Fictie,https://libris.nl/zoek?q=9789403128870,,https://images.mind-books.nl/libris/book/cover/9789403128870
9.7894E+12,Hart in de winter,Kevin Barry,9.95,2469071,Hardcover,"Bezige Bij b.v., Uitgeverij De",15/05/2021,NL,8,Fictie,https://libris.nl/zoek?q=9789403131276,,https://images.mind-books.nl/libris/book/cover/9789403131276
9.7894E+12,Het rapport van de gendarme,Georges Simenon,22.5,2468277,Paperback,"Bezige Bij b.v., Uitgeverij De",06/02/2002,NL,0,Fictie,https://libris.nl/zoek?q=9789403148908,,https://images.mind-books.nl/libris/book/cover/9789403148908
9.78905E+12,Peppa's drukke dag,Neville Astley,9.99,2468714,Paperback,Big Balloon,03/12/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789047830047,,https://images.mind-books.nl/libris/book/cover/9789047830047
9.78905E+12,Bing - kleurblok,Unknown Author,9.95,2468594,Paperback,Big Balloon,13/10/2006,NL,0,Non-fictie,https://libris.nl/zoek?q=9789047840114,,https://images.mind-books.nl/libris/book/cover/9789047840114
9.78903E+12,Kiem,Caryl Lewis,9.95,2468424,Paperback,Billy Bones,16/08/2012,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789030509189,,https://images.mind-books.nl/libris/book/cover/9789030509189
9.78903E+12,Leeuw met strepen,Marlene Rebel ; Lucinda Vos,22.5,2468892,Hardcover,BILLY BONES,28/01/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789030510420,,https://images.mind-books.nl/libris/book/cover/9789030510420
9.78902E+12,Ik geef je de zon,Jandy Nelson,22.5,2468997,Paperback,Blossom Books,06/02/2021,NL,0,YA-Boeken,https://libris.nl/zoek?q=9789020679779,,https://images.mind-books.nl/libris/book/cover/9789020679779
9.78902E+12,God kent jou!,Nieske Selles-ten Brinke,9.99,2468514,e-book,Jes!,08/04/2001,NL,0,Online kopen,https://libris.nl/zoek?q=9789023927983,,https://images.mind-books.nl/libris/book/cover/9789023927983
9.78902E+12,Het schandaal,Shusaku Endo,9.99,2468463,e-book,Mozaiek,06/02/2004,NL,0,Online kopen,https://libris.nl/zoek?q=9789023959038,,https://images.mind-books.nl/libris/book/cover/9789023959038
9.78946E+12,Grijs,Carlie van Tongeren,10,2468391,Paperback,Blossom Books,22/06/2011,NL,0,YA-Boeken,https://libris.nl/zoek?q=9789463494021,,https://images.mind-books.nl/libris/book/cover/9789463494021
9.78946E+12,FAQ Gender,Mandy Woelkens ; Thorn de Vries,10,2469132,Paperback,Blossom Books BOLD,06/02/2021,NL,0,YA-Boeken,https://libris.nl/zoek?q=9789463493116,,https://images.mind-books.nl/libris/book/cover/9789463493116
9.78902E+12,Global Strike,Chris Ryan,7.5,2469093,Hardcover,Boekerij,03/12/2020,NL,0,Fictie,https://libris.nl/zoek?q=9789022590355,,https://images.mind-books.nl/libris/book/cover/9789022590355
9.78902E+12,Beter in spelling,Eric Tiggeler,12.5,2468776,e-book,Boom,18/11/2022,NL,0,Online kopen,https://libris.nl/zoek?q=9789024439263,,https://images.mind-books.nl/libris/book/cover/9789024439263
9.78902E+12,Lessen in chemie,Bonnie Garmus,15.99,2468155,Paperback,Boekerij,01/01/2014,NL,10,Fictie,https://libris.nl/zoek?q=9789022598399,,https://images.mind-books.nl/libris/book/cover/9789022598399
9.78905E+12,Het klaprozenjaar,Corina Bomann,15.99,2468192,midprice,Boekerij,22/06/2016,NL,1,Fictie,https://libris.nl/zoek?q=9789049203467,,https://images.mind-books.nl/libris/book/cover/9789049203467
9.78902E+12,Elfenwinter,Bernhard Hennen,12.5,2468741,e-book,Luitingh Sijthoff Fantasy,15/05/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789024568307,,https://images.mind-books.nl/libris/book/cover/9789024568307
9.78906E+12,De ogen van Osiris,Oliver PÃ¶tzsch,9.95,2469057,Paperback,Boekerij,09/11/2020,NL,0,Fictie,https://libris.nl/zoek?q=9789059903371,,https://images.mind-books.nl/libris/book/cover/9789059903371
9.78902E+12,Spookpokken - De jacht op Morrigan Crow,Jessica Townsend,12.5,2468957,e-book,Luitingh Sijthoff,09/11/2020,NL,0,Online kopen,https://libris.nl/zoek?q=9789024578672,,https://images.mind-books.nl/libris/book/cover/9789024578672
9.78902E+12,Stilte heeft een eigen stem,Ruta Sepetys,12.5,2468817,e-book,Luitingh Sijthoff,09/11/2024,NL,0,Online kopen,https://libris.nl/zoek?q=9789024588756,,https://images.mind-books.nl/libris/book/cover/9789024588756
9.78946E+12,Snorrie en zijn wolkenvriendjes,Priscilla Bouwman,15.99,2468920,Paperback,Boekscout,10/09/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789464319910,,https://images.mind-books.nl/libris/book/cover/9789464319910
9.78903E+12,Mijn eerste dieren voelboek,Virginie Graire,9.99,2468583,e-book,WPG Kindermedia,16/08/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9789025114367,,https://images.mind-books.nl/libris/book/cover/9789025114367
9.78904E+12,Werken aan je zelfbeeld,Paulien Peters,9.99,2468736,Paperback,Bohn Stafleu van Loghum,16/08/2023,NL,0,Persoonlijke ontwikkeling,https://libris.nl/zoek?q=9789036806404,,https://images.mind-books.nl/libris/book/cover/9789036806404
9.78904E+12,Geriatrie in de fysiotherapie en kinesitherapie,D. Cambier ; J.S.M. Hobbelen ; N.M. de Vries,9.99,2468946,Hardcover,Bohn Stafleu van Loghum,16/09/2025,NL,0,Gezondheid,https://libris.nl/zoek?q=9789036813495,,https://images.mind-books.nl/libris/book/cover/9789036813495
9.78904E+12,"Handboek EVV, GVP, GVGP en GVS",Nicolien van Halem,22.5,2468473,Paperback,Bohn Stafleu van Loghum,06/02/2014,NL,0,Gezondheid,https://libris.nl/zoek?q=9789036827003,,https://images.mind-books.nl/libris/book/cover/9789036827003
9.78902E+12,Bedrijfseconomie voor het hbo,Edward van Balen ; Arco Verolme,9.99,2468469,Paperback,Boom,06/02/2010,NL,0,Business & management,https://libris.nl/zoek?q=9789024427253,,https://images.mind-books.nl/libris/book/cover/9789024427253
9.78902E+12,De homo economicus,Joost Hengstmengel,15.99,2468144,Paperback,Boom,01/01/2017,NL,0,Business & management,https://libris.nl/zoek?q=9789024433674,,https://images.mind-books.nl/libris/book/cover/9789024433674
9.78902E+12,Groter dan het leven,Koen Vossen,22.5,2469055,Hardcover,Boom,13/10/2020,NL,3,Business & management,https://libris.nl/zoek?q=9789024466122,,https://images.mind-books.nl/libris/book/cover/9789024466122
9.78902E+12,Kunstmatig van nature,Jos de Mul,10,2468428,Paperback,Boom,16/08/2016,NL,1,Business & management,https://libris.nl/zoek?q=9789024466382,,https://images.mind-books.nl/libris/book/cover/9789024466382
9.78946E+12,Intolerantie,Slavoj Zizek,9.95,2468916,Paperback,Boom,16/08/2025,NL,2,Business & management,https://libris.nl/zoek?q=9789461052315,,https://images.mind-books.nl/libris/book/cover/9789461052315
9.78946E+12,Waarom meningen relaties verknallen en wat je hieraan kan doen,Danielle Roex,9.95,2468150,midprice,Borgerhoff & Lamberigts,01/01/2014,NL,1,Non-fictie,https://libris.nl/zoek?q=9789464778588,,https://images.mind-books.nl/libris/book/cover/9789464778588
9.78949E+12,Wondergrond,Sarah GarrÃ© ; Heleen Deroo ; Stefanie Van Hertem,12.5,2468448,Hardcover,Borgerhoff & Lamberigts,22/06/2013,NL,3,,https://libris.nl/zoek?q=9789493443426,,https://images.mind-books.nl/libris/book/cover/9789493443426
9.78908E+12,Harold Snipperpots leukste ramp aller tijden,Beatrice Alemagna,9.99,2468863,Hardcover,Boycott,30/12/2024,NL,4,,https://libris.nl/zoek?q=9789083442853,,https://images.mind-books.nl/libris/book/cover/9789083442853
9.78903E+12,Ridder Florian in galop,Marjet Huiberts,9.95,2468995,Paperback,Gottmer,06/02/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025759162,,https://images.mind-books.nl/libris/book/cover/9789025759162
9.78903E+12,Is dat even mazzel (of niet?),Liz Pichon,9.95,2468157,Paperback,Gottmer,01/02/2015,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025759636,,https://images.mind-books.nl/libris/book/cover/9789025759636
9.78903E+12,Waar is Beer?,Emily Gravett,12.5,2468677,e-book,Gottmer,22/06/2023,NL,0,Online kopen,https://libris.nl/zoek?q=9789025766719,,https://images.mind-books.nl/libris/book/cover/9789025766719
9.78903E+12,Elke dag Dikkie Dik,Jet Boeke,15,2468831,Hardcover,Gottmer,08/04/2025,NL,25,Kinderboeken,https://libris.nl/zoek?q=9789025767648,,https://images.mind-books.nl/libris/book/cover/9789025767648
9.78903E+12,"De wolf, de eend en de muis",Mac Barnett,9.95,2468601,Hardcover,Gottmer,13/10/2013,NL,1,Kinderboeken,https://libris.nl/zoek?q=9789025768249,,https://images.mind-books.nl/libris/book/cover/9789025768249
9.78903E+12,Stuiver en Pluis in het oude Egypte,Jan Paul Schutten,9.99,2468497,e-book,Gottmer,04/03/2013,NL,0,Online kopen,https://libris.nl/zoek?q=9789025773403,,https://images.mind-books.nl/libris/book/cover/9789025773403
9.78903E+12,Boer Boris en de luchtballon,Ted van Lieshout,22.5,2468255,Paperback,Gottmer,15/05/2020,NL,10,Kinderboeken,https://libris.nl/zoek?q=9789025775599,,https://images.mind-books.nl/libris/book/cover/9789025775599
9.78903E+12,Opa en de ijsvogel,Anna Wilson,17.5,2469007,Hardcover,Gottmer,15/05/2021,NL,3,Kinderboeken,https://libris.nl/zoek?q=9789025777241,,https://images.mind-books.nl/libris/book/cover/9789025777241
9.78903E+12,Uitdeelboekjes van Sam & Julia,Karina Schaapman,9.99,2468191,e-book,Gottmer,22/06/2015,NL,0,Online kopen,https://libris.nl/zoek?q=9789025779818,,https://images.mind-books.nl/libris/book/cover/9789025779818
9.78903E+12,Kerstfeest met Kikker,Max Velthuijs,15.99,2468298,Paperback,Leopold,06/02/2023,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025866792,,https://images.mind-books.nl/libris/book/cover/9789025866792
9.78903E+12,Weerwolvensoep,Paul van Loon,7.5,2468184,Paperback,Leopold,22/06/2017,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025867997,,https://images.mind-books.nl/libris/book/cover/9789025867997
9.78903E+12,Het geheim van de DJ,Wieke van Oordt,22.5,2468803,Paperback,Leopold,08/04/2024,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025871444,,https://images.mind-books.nl/libris/book/cover/9789025871444
9.78903E+12,Dertiendagh,Maria Postema ; Maarten Bruns,12.5,2468942,e-book,Leopold,12/09/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789025872328,,https://images.mind-books.nl/libris/book/cover/9789025872328
9.78903E+12,Vampier in de school,Paul van Loon,12.5,2468715,Paperback,Leopold,03/12/2022,NL,1,Kinderboeken,https://libris.nl/zoek?q=9789025873073,,https://images.mind-books.nl/libris/book/cover/9789025873073
9.78903E+12,De Griezelbus 6,Paul van Loon,7.5,2468446,Paperback,Leopold,22/06/2011,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025875923,,https://images.mind-books.nl/libris/book/cover/9789025875923
9.78903E+12,Muis in de garage,Lucy Cousins,22.5,2468783,Paperback,Leopold,16/08/2023,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789025881368,,https://images.mind-books.nl/libris/book/cover/9789025881368
9.78903E+12,Het meisje dat naar de sterren luisterde,Kelly Barnhill,22.5,2469076,audiobook,Leopold,15/05/2021,NL,4,Online kopen,https://libris.nl/zoek?q=9789025883058,,https://images.mind-books.nl/libris/book/cover/9789025883058
9.78903E+12,Het huis ontploft,Nathalie Stragier,15,2468420,Paperback,Leopold,16/08/2008,NL,4,Kinderboeken,https://libris.nl/zoek?q=9789025885250,,https://images.mind-books.nl/libris/book/cover/9789025885250
9.78903E+12,Muis houdt van de jungle,Lucy Cousins,12.5,2468844,e-book,Leopold,06/02/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789025888367,,https://images.mind-books.nl/libris/book/cover/9789025888367
9.78946E+12,De liefdesavonturen van Willy the Shake,Marien De Bruijn,22.5,2468698,Paperback,Brave New Books,22/06/2018,NL,0,,https://libris.nl/zoek?q=9789464480733,,https://images.mind-books.nl/libris/book/cover/9789464480733
9.7894E+12,Boek der spiegels,Eugen O. Chirovici,15,2468770,Paperback,"Bruna Uitgevers B.V., A.W.",09/11/2019,NL,0,Spanning,https://libris.nl/zoek?q=9789400509573,,https://images.mind-books.nl/libris/book/cover/9789400509573
9.78946E+12,"Het begrip angst en Kierkegaard en Het begrip angst, set",Vigilius Haufniensis ; Andries Visser,22.5,2468509,Paperback,"Buijten en Schipperheijn B.V., Drukkerij",04/03/2025,NL,0,,https://libris.nl/zoek?q=9789463690188,,https://images.mind-books.nl/libris/book/cover/9789463690188
9.78907E+12,Canada,Monique van der Burg,15.99,2468739,Paperback,"Cambium, Uitgeverij",15/05/2019,NL,1,,https://libris.nl/zoek?q=9789066554849,,https://images.mind-books.nl/libris/book/cover/9789066554849
9.78903E+12,Verloochend,Oliver Bowden,12.5,2468909,e-book,de Fontein Jeugd,08/04/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789026142239,,https://images.mind-books.nl/libris/book/cover/9789026142239
9.78904E+12,Lezen is te gek! Vrolijke ponyverhalen,Alexandra Fischer-Hunold,9.95,2468966,Paperback,Centrale Uitgeverij Deltas,06/02/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044727517,,https://images.mind-books.nl/libris/book/cover/9789044727517
9.78903E+12,Een episch avontuur,Jeff Kinney,12.5,2468941,e-book,De Fontein Jeugd,11/09/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789026153907,,https://images.mind-books.nl/libris/book/cover/9789026153907
9.78904E+12,Mexico en YucatÃ¡n,Birgit MÃ¼ller-WÃ¶bcke,9.99,2468642,Paperback,Centrale Uitgeverij Deltas,22/06/2011,NL,7,Non-fictie,https://libris.nl/zoek?q=9789044745641,,https://images.mind-books.nl/libris/book/cover/9789044745641
9.78904E+12,Voertuigen kijkboekje,Unknown Author,15.99,2469090,Paperback,Centrale Uitgeverij Deltas,03/12/2020,NL,0,Non-fictie,https://libris.nl/zoek?q=9789044751642,,https://images.mind-books.nl/libris/book/cover/9789044751642
9.78904E+12,Coloring Fun Kleuren op nummer (5-7 j.) / Coloriages codÃ©s (5-7 a.),ZNU,15,2469018,Paperback,Centrale Uitgeverij Deltas,10/09/2020,NL,0,Non-fictie,https://libris.nl/zoek?q=9789044759679,,https://images.mind-books.nl/libris/book/cover/9789044759679
9.78904E+12,De magische boomhut,Unknown Author,15.99,2468389,Paperback,Centrale Uitgeverij Deltas,22/06/2009,NL,0,Non-fictie,https://libris.nl/zoek?q=9789044762921,,https://images.mind-books.nl/libris/book/cover/9789044762921
9.78903E+12,Naamloos,Pepijn Lanen,9.95,2469067,e-book,Ambo|Anthos,06/02/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789026338106,,https://images.mind-books.nl/libris/book/cover/9789026338106
9.78904E+12,Mijn eerste Prinsessen leesboek,Anja KIEL,7.5,2469061,Paperback,Centrale Uitgeverij Deltas,03/12/2020,NL,6,Kinderboeken,https://libris.nl/zoek?q=9789044767018,,https://images.mind-books.nl/libris/book/cover/9789044767018
9.78904E+12,De hemel volgens Anna,Stian Hole,12.5,2468864,Paperback,Clavis bvba,31/12/2024,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044829686,,https://images.mind-books.nl/libris/book/cover/9789044829686
9.78904E+12,Wilde dieren van de savanne,Marja Baeten,9.95,2468502,Hardcover,Clavis bvba,04/03/2018,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044830576,,https://images.mind-books.nl/libris/book/cover/9789044830576
9.78903E+12,Die ene patiÃ«nt,Ellen de Visser,12.5,2468875,e-book,Ambo|Anthos,11/01/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789026349713,,https://images.mind-books.nl/libris/book/cover/9789026349713
9.78904E+12,Ontzet,Gerard van Gemert ; Henry Wilbrink,9.95,2469081,Paperback,Clavis bvba,16/08/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044844535,,https://images.mind-books.nl/libris/book/cover/9789044844535
9.78904E+12,Voetbal,Gerard van Gemert,9.99,2469094,Paperback,Clavis Uitgeverij,06/02/2021,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044819847,,https://images.mind-books.nl/libris/book/cover/9789044819847
9.78903E+12,Vluchtweg,Jet van Vuuren,9.99,2468181,e-book,Ambo|Anthos,15/05/2021,NL,0,Online kopen,https://libris.nl/zoek?q=9789026360473,,https://images.mind-books.nl/libris/book/cover/9789026360473
9.78904E+12,Omhulde stad,Ransom Riggs,12.5,2468625,Paperback,Clavis Uitgeverij,08/04/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044821802,,https://images.mind-books.nl/libris/book/cover/9789044821802
9.78904E+12,De rode ballon,Nadja Van Sever,9.99,2468768,Paperback,Clavis Uitgeverij,09/11/2017,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044839760,,https://images.mind-books.nl/libris/book/cover/9789044839760
9.78904E+12,De ergste ouders van de wereld,David Walliams,15.99,2468254,Paperback,Clavis Uitgeverij,15/05/2019,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044840964,,https://images.mind-books.nl/libris/book/cover/9789044840964
9.78904E+12,Het is lente!,Ruth Wielockx,10,2468617,Hardcover,Clavis Uitgeverij,10/09/2025,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789044850949,,https://images.mind-books.nl/libris/book/cover/9789044850949
9.78903E+12,Midden in de nacht,Riley Sager,9.99,2468152,e-book,Ambo|Anthos,01/01/2014,NL,0,Online kopen,https://libris.nl/zoek?q=9789026369629,,https://images.mind-books.nl/libris/book/cover/9789026369629
9.78903E+12,Silvester en de knallende melkbusbende,Willeke Brouwer,7.5,2468382,Paperback,KokBoekencentrum Jeugd,22/06/2022,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789026623783,,https://images.mind-books.nl/libris/book/cover/9789026623783
9.78904E+12,Dinosaurus!,Federico Van Lunter,22.5,2468671,Paperback,Clavis Uitgeverij,15/05/2023,NL,2,Kinderboeken,https://libris.nl/zoek?q=9789044852455,,https://images.mind-books.nl/libris/book/cover/9789044852455
9.78904E+12,Er zit een walvis in de douche,MarÃ­a Lavezzi,15,2468297,Hardcover,Clavis Uitgeverij,06/02/2022,NL,3,Kinderboeken,https://libris.nl/zoek?q=9789044858235,,https://images.mind-books.nl/libris/book/cover/9789044858235
9.78909E+12,Dit wordt het ergste jaar van mijn leven,Corien Oranje,15,2468275,Paperback,Columbus,06/02/2000,NL,1,,https://libris.nl/zoek?q=9789085433309,,https://images.mind-books.nl/libris/book/cover/9789085433309
9.78909E+12,Operatie kerstboom,Corien Oranje ; Judith van Helden ; Hanna Holwerda ; Willemijn de Weerd ; Bert Wiersema,9.95,2468753,Paperback,Columbus,09/11/2009,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789085434658,,https://images.mind-books.nl/libris/book/cover/9789085434658
9.78949E+12,Bambalam,Jaap Boots,15,2468503,Paperback,Concertobooks,04/03/2019,NL,0,Muziek,https://libris.nl/zoek?q=9789493109476,,https://images.mind-books.nl/libris/book/cover/9789493109476
9.78903E+12,Denk als een kunstenaar,Will Gompertz,12.5,2468695,e-book,J.M. Meulenhoff,15/05/2022,NL,0,Online kopen,https://libris.nl/zoek?q=9789029090568,,https://images.mind-books.nl/libris/book/cover/9789029090568
9.78903E+12,Pogingen iets van het leven te maken,Hendrik Groen,12.5,2468891,e-book,J.M. Meulenhoff,27/01/2025,NL,0,Online kopen,https://libris.nl/zoek?q=9789029090810,,https://images.mind-books.nl/libris/book/cover/9789029090810
9.78946E+12,Als je toevallig een dinosaurus hebt,Linda Bailey,22.5,2468682,Paperback,Condor,08/04/2024,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789464530292,,https://images.mind-books.nl/libris/book/cover/9789464530292
9.78906E+12,Heremietkreeften en andere kustdieren,Morgan,9.95,2468409,Paperback,Corona,16/08/1997,NL,0,,https://libris.nl/zoek?q=9789055667093,,https://images.mind-books.nl/libris/book/cover/9789055667093
9.78946E+12,Energie,Richard Spilsbury ; Louise Spilsbury,7.5,2468360,Hardcover,Corona,15/05/2016,NL,0,,https://libris.nl/zoek?q=9789461753960,,https://images.mind-books.nl/libris/book/cover/9789461753960
9.78946E+12,De kapperszoon,Gerbrand Bakker,9.99,2468534,Hardcover,Cossee,08/04/2021,NL,3,Fictie-Nederlandse Literatuur,https://libris.nl/zoek?q=9789464520019,,https://images.mind-books.nl/libris/book/cover/9789464520019
9.78903E+12,Een lied dat niet sterven zal,Arthur van Dijk,9.99,2468546,e-book,De Arbeiderspers,04/03/2003,NL,0,Online kopen,https://libris.nl/zoek?q=9789029542685,,https://images.mind-books.nl/libris/book/cover/9789029542685
9.78946E+12,De kapperszoon,Gerbrand Bakker,12.5,2468534,Paperback,Cossee,08/04/2022,NL,0,Fictie-Nederlandse Literatuur,https://libris.nl/zoek?q=9789464520163,,https://images.mind-books.nl/libris/book/cover/9789464520163
9.78946E+12,Een mens valt uit Duitsland,Konrad Merz,15.99,2468588,Hardcover,Cossee,13/10/2000,NL,1,Fictie,https://libris.nl/zoek?q=9789464520729,,https://images.mind-books.nl/libris/book/cover/9789464520729
9.78946E+12,Berichten uit het washok,Jan van Mersbergen,9.95,2468474,Paperback,Cossee,06/02/2015,NL,5,Fictie-Nederlandse Literatuur,https://libris.nl/zoek?q=9789464521283,,https://images.mind-books.nl/libris/book/cover/9789464521283
9.78906E+12,Een vrouw op de vlucht voor een bericht,David Grossman,9.95,2469119,Paperback,"Cossee, Uitgeverij",13/10/2020,NL,2,Fictie,https://libris.nl/zoek?q=9789059363045,,https://images.mind-books.nl/libris/book/cover/9789059363045
9.78903E+12,Rembrandt,Typex,9.99,2468163,e-book,Casterman strips,01/01/2017,NL,0,Online kopen,https://libris.nl/zoek?q=9789030374398,,https://images.mind-books.nl/libris/book/cover/9789030374398
9.78906E+12,Alles van waarde,Lodewijk van Oord,12.5,2468947,Paperback,"Cossee, Uitgeverij",17/09/2025,NL,0,Fictie,https://libris.nl/zoek?q=9789059366466,,https://images.mind-books.nl/libris/book/cover/9789059366466
9.78905E+12,Basisboek vrijwilligersmanagement,Willem-Jan de Gast ; Ronald Hetem,9.95,2468441,Paperback,Coutinho,15/05/2022,NL,0,Business & management,https://libris.nl/zoek?q=9789046906064,,https://images.mind-books.nl/libris/book/cover/9789046906064
9.78908E+12,De onschuld vermoord,Martin Walker,9.95,2468452,Paperback,Credits Books,16/08/2009,NL,1,Non-fictie,https://libris.nl/zoek?q=9789083416427,,https://images.mind-books.nl/libris/book/cover/9789083416427
9.78946E+12,Buitengewone reis 05. het mysterieuze eiland,silvio camboni,29.95,2468688,Paperback,Dark Dragon Books,06/02/2025,NL,0,Non-fictie,https://libris.nl/zoek?q=9789463733991,,https://images.mind-books.nl/libris/book/cover/9789463733991
9.78903E+12,Ayrton senna,Jean Graton,22.5,2468299,Paperback,Standaard Uitgeverij - Strips & Kids,06/02/2024,NL,0,Kinderboeken,https://libris.nl/zoek?q=9789031431076,,https://images.mind-books.nl/libris/book/cover/9789031431076
9.78903E+12,In een mens,John Irving,7.5,2468595,Paperback,De Arbeiderspers,13/10/2007,NL,0,Fictie,https://libris.nl/zoek?q=9789029541954,,https://images.mind-books.nl/libris/book/cover/9789029541954
9.78903E+12,Eenvoud - Agenda 2022,Paulo Coelho,9.95,2468951,Paperback,De Arbeiderspers,21/09/2025,NL,0,Fictie,https://libris.nl/zoek?q=9789029544320,,https://images.mind-books.nl/libris/book/cover/9789029544320
9.78903E+12,Saar en Jop praten over seksualiteit,Arjet Borger,7.5,2468151,e-book,Ark Media,01/01/2014,NL,0,Online kopen,https://libris.nl/zoek?q=9789033834158,,https://images.mind-books.nl/libris/book/cover/9789033834158
