isbn,title,author,price,nstc,format,publisher,release_date,Language,store_stock,store_location,nur,thema_codes,libris_url,cover_url
9789088860188,De levende planeet,Don Lawrence ; Martin Lodewijk,9.99,2468609,Paperback,"Don Lawrence Collection, Uitgeverij",13/10/2021,NL,0,Non-fictie,,,https://libris.nl/9789088860188,https://images.mind-books.nl/libris/book/cover/9789088860188
9789088862663,Storm,Martin Lodewijk,7.5,2468999,Paperback,Don Lawrence Collection,06/02/2021,NL,0,Non-fictie,,,https://libris.nl/9789088862663,https://images.mind-books.nl/libris/book/cover/9789088862663
9789088867514,Het vuur van de vrijheid,Jelle de Gruyter ; Wim Huijser,9.95,2468398,Paperback,Uitgeverij L,22/06/2018,NL,0,Non-fictie,,,https://libris.nl/9789088867514,https://images.mind-books.nl/libris/book/cover/9789088867514
9789089121097,Schrijfbijbel,Unknown Author,9.95,2468879,Gebonden,Royal Jongbloed,15/01/2025,NL,0,Christelijke boeken,,,https://libris.nl/9789089121097,https://images.mind-books.nl/libris/book/cover/9789089121097
9789089247865,De toekomst van de kat,Rutger Lazou,9.99,2468189,e-book,Houtekiet,22/06/2013,NL,0,Online kopen,,,https://libris.nl/9789089247865,https://images.mind-books.nl/libris/book/cover/9789089247865
9789089653161,De talentafdeling,Kees Gabriels,15,2468154,Paperback,Van Duuren Management,01/01/2016,NL,0,Business & management,,,https://libris.nl/9789089653161,https://images.mind-books.nl/libris/book/cover/9789089653161
9789089724441,Wat de Bijbel wÃƒÂ©l zegt over homoseksualiteit,Daniel A Helminiak,15,2468319,Paperback,"Abdij Van Berne, Uitgeverij",01/01/2010,NL,1,Non fictie,,,https://libris.nl/9789089724441,https://images.mind-books.nl/libris/book/cover/9789089724441
9789089755056,De zin van het leven ben je zelf,Anton Slotboom,22.5,2469098,e-book,Just Publishers,06/02/2021,NL,0,Online kopen,,,https://libris.nl/9789089755056,https://images.mind-books.nl/libris/book/cover/9789089755056
9789089755490,De liefdesspion,Selma Van Dijk ; Robert Vinkenborg,22.5,2468559,Gebonden,Just Publishers,10/09/2004,NL,0,Fictie,,,https://libris.nl/9789089755490,https://images.mind-books.nl/libris/book/cover/9789089755490
9789089757159,Bandiet van Oranje,Frans Peeters,15.99,2469124,e-book,Just Publishers,03/12/2020,NL,0,Online kopen,,,https://libris.nl/9789089757159,https://images.mind-books.nl/libris/book/cover/9789089757159
9789089759634,De zoektocht naar Josef Ganz,Paul Schilperoord,9.95,2468657,Paperback,Just Publishers,09/11/2011,NL,0,Fictie,,,https://libris.nl/9789089759634,https://images.mind-books.nl/libris/book/cover/9789089759634
9789089897503,La Parisienne look book,Ines de la Fressange ; Sophie Gachet,22.5,2468799,Paperback,Terra,06/02/2024,NL,0,Non-fictie,,,https://libris.nl/9789089897503,https://images.mind-books.nl/libris/book/cover/9789089897503
9789089899279,Kunst van de natuur,Hans Mulder,9.99,2469039,Gebonden,Terra,15/05/2021,NL,1,Non-fictie,,,https://libris.nl/9789089899279,https://images.mind-books.nl/libris/book/cover/9789089899279
9789089983916,Klassieke kunst begrijpen,"LODWICK, Marcus",15,2468765,Paperback,NULL,09/11/2014,NL,0,Kunstboeken,,,https://libris.nl/9789089983916,https://images.mind-books.nl/libris/book/cover/9789089983916
9789090357355,Vasthouden aan jouw idealen,Jeroen Siebelink ; Marianne Thieme,9.99,2468437,Paperback,M.L. Thieme Uitgeverij,16/08/2025,NL,1,Non-fictie,,,https://libris.nl/9789090357355,https://images.mind-books.nl/libris/book/cover/9789090357355
9789090362762,De plantaardige Indiase keuken,DaniÃƒÂ«lle Choudhary-Kwint ; Amit Choudhary,22.5,2468961,Paperback,Hey Groentje,03/12/2020,NL,1,Kookboeken,,,https://libris.nl/9789090362762,https://images.mind-books.nl/libris/book/cover/9789090362762
9789090387062,Mamadag,Maretty van den Mosselaar,29.95,2468832,Paperback,Uitgeverij Toon,22/06/2025,NL,0,Fictie,,,https://libris.nl/9789090387062,https://images.mind-books.nl/libris/book/cover/9789090387062
9789188369208,My First Hip Hop Book,Martin Ander,9.99,2468747,Paperback,Dokument Press,22/06/2011,ENG,2,Non Fictie - Engelstalig ,,,https://libris.nl/9789188369208,https://images.mind-books.nl/libris/book/cover/9789188369208
9789400404977,Homo Deus,Yuval Noah Harari,15,2468395,Paperback,Thomas Rap,22/06/2015,NL,0,Non Fictie  ,,,https://libris.nl/9789400404977,https://images.mind-books.nl/libris/book/cover/9789400404977
9789400406476,De xx-economie,Linda Scott,15.99,2469113,Paperback,Thomas Rap,16/08/2021,NL,0,Non Fictie  ,,,https://libris.nl/9789400406476,https://images.mind-books.nl/libris/book/cover/9789400406476
9789400506923,Viproom,Jens Lapidus,9.99,2468180,e-book,A.W. Bruna Uitgevers,15/05/2020,NL,0,Online kopen,,,https://libris.nl/9789400506923,https://images.mind-books.nl/libris/book/cover/9789400506923
9789400509573,Boek der spiegels,Eugen O. Chirovici,15,500047960,Paperback,"Bruna Uitgevers B.V., A.W.",09/11/2019,NL,1,Spanning,Literaire fictie,"Misdaad en mysteryfictie, Thriller / spannende fictie, Vertaalde fictie",https://libris.nl/9789400509573,https://images.mind-books.nl/libris/book/cover/9789400509573
9789400511453,De bron,Tara Swart,12.5,2469063,E-book,Lev.,06/02/2021,NL,0,Online kopen,,,https://libris.nl/9789400511453,https://images.mind-books.nl/libris/book/cover/9789400511453
9789400516816,Gletsjer,Suzanne Vermeer,12.5,2468859,e-book,A.W. Bruna Uitgevers,10/09/2025,NL,0,Online kopen,,,https://libris.nl/9789400516816,https://images.mind-books.nl/libris/book/cover/9789400516816
9789400518643,Silent exit,Martine Bakker,7.5,2468436,Paperback,Lev.,16/08/2024,NL,14,Non-fictie,,,https://libris.nl/9789400518643,https://images.mind-books.nl/libris/book/cover/9789400518643
9789401412032,Hot sauce,Freek Raijmakers ; Stan Raijmakers,10,2469109,Gebonden,Lannoo,22/06/2021,NL,6,Kookboeken,,,https://libris.nl/9789401412032,https://images.mind-books.nl/libris/book/cover/9789401412032
9789401414838,The sweetest table,Sarah Renson,9.95,2468847,Gebonden,Lannoo,04/03/2025,NL,7,Kookboeken,,,https://libris.nl/9789401414838,https://images.mind-books.nl/libris/book/cover/9789401414838
9789401442053,Atlas van de Nederlandse taal Nederland,Mathilde Jansen ; Nicoline van der Sijs ; Fieke Van der Gucht ; Johan De Caluwe,5,2469110,Paperback,Lannoo,22/06/2021,NL,3,Non fictie,,,https://libris.nl/9789401442053,https://images.mind-books.nl/libris/book/cover/9789401442053
9789401443067,Het boek vol plezier,Line Vanvoorden,9.99,2469083,Gebonden,Lannoo,10/09/2021,NL,8,Non fictie,,,https://libris.nl/9789401443067,https://images.mind-books.nl/libris/book/cover/9789401443067
9789401444194,Eindelijk oud,Mark Nelissen,9.95,2468491,Paperback,Lannoo,04/03/2007,NL,0,Non fictie,,,https://libris.nl/9789401444194,https://images.mind-books.nl/libris/book/cover/9789401444194
9789401446150,Mountain View,Sebastiaan Bedaux,22.5,2468354,midprice,Lannoo Publishers,15/05/2010,ENG,10,Fictie - Engelstalig ,,,https://libris.nl/9789401446150,https://images.mind-books.nl/libris/book/cover/9789401446150
9789401451109,Zelfcompassie in training en therapie,David Dewulf,9.95,2468224,Paperback,Lannoo Campus,10/09/2023,NL,0,Business & management,,,https://libris.nl/9789401451109,https://images.mind-books.nl/libris/book/cover/9789401451109
9789401453165,Hoe maak ik een vriend?,Evelien De Vlieger ; Wendy Panders,15.99,2468782,Paperback,Lannoo,03/12/2022,NL,0,Kinderboeken,,,https://libris.nl/9789401453165,https://images.mind-books.nl/libris/book/cover/9789401453165
9789401456005,Meaningful marketing,Bart Lombaerts,9.95,2468169,midprice,Lannoo Campus,15/05/2009,NL,0,Business & management,,,https://libris.nl/9789401456005,https://images.mind-books.nl/libris/book/cover/9789401456005
9789401458313,Trotter Zuid-Afrika,Unknown Author,9.99,2468230,e-book,Lannoo,16/08/2002,NL,0,Online kopen,,,https://libris.nl/9789401458313,https://images.mind-books.nl/libris/book/cover/9789401458313
9789401466271,Trotter KroatiÃƒÂ«,Unknown Author,22.5,2468908,Gebonden,Lannoo,08/04/2025,NL,4,Reisboeken,,,https://libris.nl/9789401466271,https://images.mind-books.nl/libris/book/cover/9789401466271
9789401471091,Niet Roze,Floortje De Backer,9.99,2468335,e-book,Lannoo,01/01/2014,NL,0,Online kopen,,,https://libris.nl/9789401471091,https://images.mind-books.nl/libris/book/cover/9789401471091
9789401474696,Het ABC van een gezonde rug,Christophe Wolfs,9.95,2469126,Paperback,Lannoo,03/12/2020,NL,2,Gezondheid,,,https://libris.nl/9789401474696,https://images.mind-books.nl/libris/book/cover/9789401474696
9789401481335,Daantje Dodo wil een hond,Bas Birker,15.99,2468732,Gebonden,Lannoo,06/02/2022,NL,3,Kinderboeken,,,https://libris.nl/9789401481335,https://images.mind-books.nl/libris/book/cover/9789401481335
9789401483162,Jurken 3,La Maison Victor,12.5,2468820,Paperback,Lannoo,03/12/2024,NL,0,Non-fictie,,,https://libris.nl/9789401483162,https://images.mind-books.nl/libris/book/cover/9789401483162
9789401497718,Ze zijn onder ons,Elvis Peeters,9.99,2468251,e-book,Lannoo,16/08/2023,NL,0,Online kopen,,,https://libris.nl/9789401497718,https://images.mind-books.nl/libris/book/cover/9789401497718
9789401498654,Met de camper door Europa,Unknown Author,9.99,2468479,e-book,Lannoo,06/02/2020,NL,0,Online kopen,,,https://libris.nl/9789401498654,https://images.mind-books.nl/libris/book/cover/9789401498654
9789401612616,De kinderen van het klooster,Sandrine Destombes,12.5,2468164,Paperback,Xander Uitgevers B.V.,01/01/2018,NL,0,Kinderboeken,,,https://libris.nl/9789401612616,https://images.mind-books.nl/libris/book/cover/9789401612616
9789401613897,Het geheim van Silvermoor,Tracy Rees,9.95,2468983,Paperback,Xander Uitgevers B.V.,10/09/2021,NL,0,Kinderboeken,,,https://libris.nl/9789401613897,https://images.mind-books.nl/libris/book/cover/9789401613897
9789402701166,Molly's Game,Molly Bloom,15.99,2468638,Paperback,HarperCollins,15/05/2023,NL,0,Fictie,,,https://libris.nl/9789402701166,https://images.mind-books.nl/libris/book/cover/9789402701166
9789402701937,Terug naar het meer,Robyn Carr,9.95,2468410,Paperback,HarperCollins,16/08/1998,NL,0,Fictie,,,https://libris.nl/9789402701937,https://images.mind-books.nl/libris/book/cover/9789402701937
9789402702996,De vrouw die terug moest,Lina Bengtsdotter,10,2468854,Paperback,HarperCollins,16/08/2025,NL,0,Fictie,,,https://libris.nl/9789402702996,https://images.mind-books.nl/libris/book/cover/9789402702996
9789402705089,The Secret Garden,Linda Chapman,15.99,2468429,Paperback,HarperCollins,16/08/2017,NL,0,Fictie,,,https://libris.nl/9789402705089,https://images.mind-books.nl/libris/book/cover/9789402705089
9789402708875,Sarahs vertrouwen,Paula Stern,22.5,2468204,Paperback,HarperCollins,22/06/2019,NL,0,Fictie,,,https://libris.nl/9789402708875,https://images.mind-books.nl/libris/book/cover/9789402708875
9789402711554,Koninklijke liefde,Nora Roberts,9.99,501510760,pocket,HarperCollins,15/05/2021,NL,6,Romance,,,https://libris.nl/9789402711554,https://images.mind-books.nl/libris/book/cover/9789402711554
9789402716993,De juiste man,Peter Mohlin ; Peter NystrÃƒÂ¶m,12.5,2468836,e-book,HarperCollins,16/08/2025,NL,0,Online kopen,,,https://libris.nl/9789402716993,https://images.mind-books.nl/libris/book/cover/9789402716993
9789402731804,Winterliefde,Nora Roberts,9.99,2468141,Paperback,HarperCollins,01/01/2014,NL,0,Romance,,,https://libris.nl/9789402731804,https://images.mind-books.nl/libris/book/cover/9789402731804
9789402767032,Koninklijke liefde,Nora Roberts,9.99,501510760,Paperback,HarperCollins,15/05/2024,NL,4,Romance,,,https://libris.nl/9789402767032,https://images.mind-books.nl/libris/book/cover/9789402767032
9789403117706,Het litteken van de dood,Onno Blom,7.5,2468851,Paperback,"Bezige Bij b.v., Uitgeverij De",08/04/2025,NL,0,Fictie,,,https://libris.nl/9789403117706,https://images.mind-books.nl/libris/book/cover/9789403117706
9789403128870,Democratie is niet voor bange mensen,Marcia Luyten,12.5,2468524,Paperback,"Bezige Bij b.v., Uitgeverij De",08/04/2011,NL,4,Fictie,,,https://libris.nl/9789403128870,https://images.mind-books.nl/libris/book/cover/9789403128870
9789403131276,Hart in de winter,Kevin Barry,9.95,2469071,Gebonden,"Bezige Bij b.v., Uitgeverij De",15/05/2021,NL,8,Fictie,,,https://libris.nl/9789403131276,https://images.mind-books.nl/libris/book/cover/9789403131276
9789403133775,Dievenland,Janna Coomans,27.99,501608814,Paperback,De Bezioge Bij,08/05/2025,NL,5,Literaire non-fictie,,,https://libris.nl/a/janna-coomans/dievenland/501608814#paperback-9789403133775,https://images.mind-books.nl/libris/book/cover/9789403133775
9789403138350,De Jaknikker,Peter Buwalda,19.99,501623125,e-book,De Bezioge Bij,19/09/2025,NL,0,Online kopen,,,https://libris.nl/a/peter-buwalda/de-jaknikker/501623125#ebook-9789403138350,https://images.mind-books.nl/libris/book/cover/9780006514091
9789403138961,De Jaknikker,Peter Buwalda,45,501623125,Gebonden,De Bezioge Bij,19/09/2025,NL,3,Literaire fictie - nieuw,,,https://libris.nl/a/peter-buwalda/de-jaknikker/501623125#gebonden-9789403138961,https://images.mind-books.nl/libris/book/cover/9789403138961
9789403148908,Het rapport van de gendarme,Georges Simenon,22.5,2468277,Paperback,"Bezige Bij b.v., Uitgeverij De",06/02/2002,NL,0,Fictie,,,https://libris.nl/9789403148908,https://images.mind-books.nl/libris/book/cover/9789403148908
9789403162300,Een Italiaanse reis,Philipp Blom,12.5,2468728,e-book,"Bezige Bij b.v., Uitgeverij De",08/04/2023,NL,0,Online kopen,,,https://libris.nl/9789403162300,https://images.mind-books.nl/libris/book/cover/9789403162300
9789403193908,De Jaknikker,Peter Buwalda,35,501623125,Paperback,De Bezioge Bij,19/09/2025,NL,15,Literaire fictie - nieuw,,,https://libris.nl/a/peter-buwalda/de-jaknikker/501623125#paperback-9789403193908,https://images.mind-books.nl/libris/book/cover/9789403193908
9789403204512,De boerderij,Unknown Author,9.99,2468267,e-book,Ballon Kids,06/02/1992,NL,0,Online kopen,,,https://libris.nl/9789403204512,https://images.mind-books.nl/libris/book/cover/9789403204512
9789403217291,Isabella Maan gaat logeren,Harriet Muncaster,15.99,2468880,Paperback,Standaard Uitgeverij - Strips & Kids,16/01/2025,NL,0,Kinderboeken,,,https://libris.nl/9789403217291,https://images.mind-books.nl/libris/book/cover/9789403217291
9789403217857,Ik verveel me,Unknown Author,9.99,2468221,e-book,Standaard Uitgeverij - Strips & Kids,09/11/2009,NL,0,Online kopen,,,https://libris.nl/9789403217857,https://images.mind-books.nl/libris/book/cover/9789403217857
9789403219691,Kleurblok Sinterklaas,Unknown Author,15.99,2468203,Paperback,Ballon Kids,22/06/2018,NL,3,Non-fictie,,,https://libris.nl/9789403219691,https://images.mind-books.nl/libris/book/cover/9789403219691
9789403229294,Mijn eerste logische spelletjes 3+ Voertuigen,Unknown Author,15,2468165,Paperback,Ballon Kids,01/01/2019,NL,0,Non-fictie,,,https://libris.nl/9789403229294,https://images.mind-books.nl/libris/book/cover/9789403229294
9789403229805,Kleurboek met verfpalet en penseel Prinsessen,Unknown Author,9.99,2468481,e-book,Ballon Kids,06/02/2022,NL,0,Online kopen,,,https://libris.nl/9789403229805,https://images.mind-books.nl/libris/book/cover/9789403229805
9789403240725,Blije baby: Waterdieren (badboekje),Unknown Author,9.99,2468911,Gebonden,Ballon Kids,08/04/2025,NL,2,Non-fictie,,,https://libris.nl/9789403240725,https://images.mind-books.nl/libris/book/cover/9789403240725
9789460686368,De sympathisant,Viet Thanh Nguyen,9.95,2468216,Gebonden,Uitgeverij Marmer B.V.,22/06/2020,NL,5,Non-fictie,,,https://libris.nl/9789460686368,https://images.mind-books.nl/libris/book/cover/9789460686368
9789460775567,Van Dale Pocketwoordenboek Nederlands-Marokkaans,Ankie van Pel,9.99,2468372,Paperback,Van Dale,22/06/2012,NL,4,Woordenboeken,,,https://libris.nl/9789460775567,https://images.mind-books.nl/libris/book/cover/9789460775567
9789460970887,Kookdagboek,Leonie van Mierlo,9.99,2468211,e-book,Lantaarn Publishers,22/06/2015,NL,0,Online kopen,,,https://libris.nl/9789460970887,https://images.mind-books.nl/libris/book/cover/9789460970887
9789461052315,Intolerantie,Slavoj Zizek,9.95,2468916,Paperback,Boom,16/08/2025,NL,2,Business & management,,,https://libris.nl/9789461052315,https://images.mind-books.nl/libris/book/cover/9789461052315
9789461095114,Terug naar Cornwall,Marelle Boersma,15,2468716,Gebonden,De Crime Compagnie,03/12/2017,NL,0,Spanning,,,https://libris.nl/9789461095114,https://images.mind-books.nl/libris/book/cover/9789461095114
9789461262202,De geluksmachine,Erwin Wijman,9.95,2468668,Gebonden,"Haystack, Uitgeverij",09/11/2022,NL,0,Non-fictie,,,https://libris.nl/9789461262202,https://images.mind-books.nl/libris/book/cover/9789461262202
9789461262950,Het grote stageboek voor werkgevers,Maarten Brand,9.95,2468707,Paperback,"Haystack, Uitgeverij",22/06/2010,NL,1,Business & management,,,https://libris.nl/9789461262950,https://images.mind-books.nl/libris/book/cover/9789461262950
9789461263810,Zen in de boardroom,Sake Algra,9.99,2468615,e-book,"Haystack, Uitgeverij",10/09/2023,NL,0,Online kopen,,,https://libris.nl/9789461263810,https://images.mind-books.nl/libris/book/cover/9789461263810
9789461264220,Als je begrijpt wat ik bedoel,Marcel Lemmens,22.5,2468160,Paperback,"Haystack, Uitgeverij",01/01/2014,NL,0,Business & management,,,https://libris.nl/9789461264220,https://images.mind-books.nl/libris/book/cover/9789461264220
9789461265005,De klimaatalmanak,Seth Godin ; Michel Porro,9.99,2468924,Gebonden,"Haystack, Uitgeverij",06/02/2025,NL,1,Business & management,,,https://libris.nl/9789461265005,https://images.mind-books.nl/libris/book/cover/9789461265005
9789461265852,Management mindfucks,Hans Veltman ; Jacques Adriaansen,7.5,2468587,Paperback,"Haystack, Uitgeverij",13/10/1999,NL,0,Business & management,,,https://libris.nl/9789461265852,https://images.mind-books.nl/libris/book/cover/9789461265852
9789461430007,Vis,Philippe Emanuelli,12.5,2469045,Paperback,Good Cook B.V.,22/06/2021,NL,0,Non-fictie,,,https://libris.nl/9789461430007,https://images.mind-books.nl/libris/book/cover/9789461430007
9789461433305,Tinned tomatoes,Samuel Goldsmith,22.5,2468440,Paperback,Good Cook B.V.,15/05/2021,NL,3,Non-fictie,,,https://libris.nl/9789461433305,https://images.mind-books.nl/libris/book/cover/9789461433305
9789461563125,Mascha Planner,Mascha,15.99,2468396,Paperback,Bertram + de Leeuw Uitgevers BV,22/06/2016,NL,0,Non-fictie,,,https://libris.nl/9789461563125,https://images.mind-books.nl/libris/book/cover/9789461563125
9789461643070,Berlijn,Piet De Moor,22.5,2468965,Paperback,"Gennep B.V., Uitgeverij Van",06/02/2021,NL,0,Non-fictie,,,https://libris.nl/9789461643070,https://images.mind-books.nl/libris/book/cover/9789461643070
9789461645845,Beledigende Broccoli 2.0,Tim 'S Jongers,15.99,2468809,Gebonden,"Gennep B.V., Uitgeverij Van",16/08/2024,NL,3,Non-fictie,,,https://libris.nl/9789461645845,https://images.mind-books.nl/libris/book/cover/9789461645845
9789461753960,Energie,Richard Spilsbury ; Louise Spilsbury,7.5,2468360,Gebonden,Corona,15/05/2016,NL,0,,,,https://libris.nl/9789461753960,https://images.mind-books.nl/libris/book/cover/9789461753960
9789461885647,My notebook - Flowers,Unknown Author,9.95,2469127,Paperback,De Lantaarn B.V.,06/02/2021,NL,0,Non-fictie,,,https://libris.nl/9789461885647,https://images.mind-books.nl/libris/book/cover/9789461885647
9789462108325,Lotta draaft door,Marloes de Vries,22.5,2468650,Paperback,SU Strips,09/11/2004,NL,0,Strips- kinderboeken,,,https://libris.nl/9789462108325,https://images.mind-books.nl/libris/book/cover/9789462108325
9789462264069,Starring Chas Gerretsen,Iris Sikking,9.95,2468850,Gebonden,Lecturis BV,08/04/2025,ENG,0,Non Fictie - Engelstalig ,,,https://libris.nl/9789462264069,https://images.mind-books.nl/libris/book/cover/9789462264069
9789462362246,Legal Research,M. Vols,9.95,2469128,Gebonden,Eleven International Publishing,06/02/2021,ENG,0,Non Fictie - Engelstalig ,,,https://libris.nl/9789462362246,https://images.mind-books.nl/libris/book/cover/9789462362246
9789462497900,HiÃƒÂ«ronymus van Beverningk tijdens het Rampjaar 1672,Wout Troost,12.5,2468826,e-book,"Walburg Pers B.V.,  Uitgeverij",06/02/2025,NL,0,Online kopen,,,https://libris.nl/9789462497900,https://images.mind-books.nl/libris/book/cover/9789462497900
9789462502086,Vrolijke babytruitjes breien,Marijke de Jong,22.5,2469013,Paperback,Forte creatief,16/08/2021,NL,0,Non-fictie,,,https://libris.nl/9789462502086,https://images.mind-books.nl/libris/book/cover/9789462502086
9789462502864,Het Hollands haakboek,Christel Krukkert,9.95,2468586,Paperback,Forte creatief,13/10/1998,NL,0,Non-fictie,,,https://libris.nl/9789462502864,https://images.mind-books.nl/libris/book/cover/9789462502864
9789462583030,Rembrandt & Saskia,Marlies Stoter,10,2468413,Paperback,Uitgeverij WBOOKS,16/08/2001,ENG,0,Fictie - Engelstalig ,,,https://libris.nl/9789462583030,https://images.mind-books.nl/libris/book/cover/9789462583030
9789462583276,Pieter de Hooch in Delft,Frans Grijzenhout ; Anita Jansen ; Anna Krekeler ; Jaap van der Veen ; Wim Weve,5,2468690,Paperback,Uitgeverij WBOOKS,16/08/2024,NL,0,Non-fictie,,,https://libris.nl/9789462583276,https://images.mind-books.nl/libris/book/cover/9789462583276
9789462585089,Rembrandt,Peter Schatborn ; Jeroen Giltaij,22.5,2468182,Gebonden,Uitgeverij WBOOKS,15/05/2022,NL,3,Non-fictie,,,https://libris.nl/9789462585089,https://images.mind-books.nl/libris/book/cover/9789462585089
9789462621350,Cuban Art Now,Xantha Berger ; Anne van Lienden ; Jan Rudolph de Lorm ; Cristina Vives,9.95,2468344,midprice,Waanders Uitgevers,01/01/2014,mul,0,Anderstalig ,,,https://libris.nl/9789462621350,https://images.mind-books.nl/libris/book/cover/9789462621350
9789462623538,Appel Ã¢Â€Â“ Een leven in fotoÃ¢Â€Â™s door Nico Koster,Willemijn Stokvis ; Ernst Veen,9.99,2468596,Paperback,Waanders Uitgevers,13/10/2008,NL,0,Non-fictie,,,https://libris.nl/9789462623538,https://images.mind-books.nl/libris/book/cover/9789462623538
9789462625075,Fashion for God,Pim Arts ; Richard de Beer,9.95,2469100,Paperback,Waanders Uitgevers,04/03/2021,NL,1,Non-fictie,,,https://libris.nl/9789462625075,https://images.mind-books.nl/libris/book/cover/9789462625075
9789462761223,Ontwerp betere business,Patrick van der Pijl ; Justin Lokitz ; Lisa Kay Solomon,9.95,2468348,Paperback,Vakmedianet Management B.V.,01/01/2018,NL,0,Business & management,,,https://libris.nl/9789462761223,https://images.mind-books.nl/libris/book/cover/9789462761223
9789462916739,Altijd grote zus,Emke Dierickx,7.5,2468371,Gebonden,"Eenhoorn, Uitgeverij De",22/06/2011,NL,0,Kinderboeken,,,https://libris.nl/9789462916739,https://images.mind-books.nl/libris/book/cover/9789462916739
9789462961395,Indistractable,Nir Eyal ; Julie Li,9.95,2468245,Paperback,AnderZ,16/08/2017,NL,0,Fictie,,,https://libris.nl/9789462961395,https://images.mind-books.nl/libris/book/cover/9789462961395
9789462970939,Rijden jullie ook voor duiven?,Annemiek van Kessel,9.95,2468486,Gebonden,Uitgeverij De Kring,04/03/2002,NL,0,Non-fictie,,,https://libris.nl/9789462970939,https://images.mind-books.nl/libris/book/cover/9789462970939
9789462971608,Remi,Frank van Kolfschooten,15.99,2468368,Gebonden,Uitgeverij De Kring,22/06/2017,NL,0,Non-fictie,,,https://libris.nl/9789462971608,https://images.mind-books.nl/libris/book/cover/9789462971608
9789463058964,Fritske,Sander van Mersbergen ; Jurriaan Nolles,15.99,2468379,Paperback,DPG Media B.V.,22/06/2019,NL,3,Non-fictie,,,https://libris.nl/9789463058964,https://images.mind-books.nl/libris/book/cover/9789463058964
9789463090025,Zoutelande,Linda van Rijn,12.5,2468935,Paperback,Uitgeverij Marmer B.V.,16/08/2025,DUI,0,Anderstalig ,,,https://libris.nl/9789463090025,https://images.mind-books.nl/libris/book/cover/9789463090025
9789463130905,Heksenheisa,SibÃƒÂ©al Pounder,9.95,2468824,Gebonden,Memphis Belle International Amsterdam B.V.,06/02/2025,NL,0,Non-fictie,,,https://libris.nl/9789463130905,https://images.mind-books.nl/libris/book/cover/9789463130905
9789463132299,Brugklas,Dick Bouquet,7.5,2468565,Paperback,Memphis Belle International Amsterdam B.,10/09/2010,NL,0,Non-fictie,,,https://libris.nl/9789463132299,https://images.mind-books.nl/libris/book/cover/9789463132299
9789463192163,The Cycling Paradise,Peter de Lange,9.99,2468527,e-book,Scriptum Books,08/04/2014,ENG,0,Online kopen,,,https://libris.nl/9789463192163,https://images.mind-books.nl/libris/book/cover/9789463192163
9789463242295,Boyzzz - dyslexie uitgave,MariÃƒÂ«tte Middelbeek,15.99,2469008,Paperback,Dyslexion Uitgeverij,15/05/2021,NL,0,YA-boeken,,,https://libris.nl/9789463242295,https://images.mind-books.nl/libris/book/cover/9789463242295
9789463338844,Vandaag ben ik de chef,Francis van Arkel,9.99,2469000,Paperback,ImageBooks Factory BV,04/03/2021,NL,0,Kinderboeken,,,https://libris.nl/9789463338844,https://images.mind-books.nl/libris/book/cover/9789463338844
9789463361033,Fred het (heel erg eigenwijze) hert,PÃƒÂ©pÃƒÂ© Smit,9.99,2468393,Paperback,"Harmonie, Uitgeverij De",22/06/2013,NL,0,Non-fictie,,,https://libris.nl/9789463361033,https://images.mind-books.nl/libris/book/cover/9789463361033
9789463361651,Thuis,Peter van Straaten,10,2468944,Paperback,"Harmonie, Uitgeverij De",14/09/2025,NL,1,Non-fictie,,,https://libris.nl/9789463361651,https://images.mind-books.nl/libris/book/cover/9789463361651
9789463361668,Dorsten,Nienke 's Gravemade,17.5,2468731,Paperback,"Harmonie, Uitgeverij De",06/02/2021,NL,0,Non-fictie,,,https://libris.nl/9789463361668,https://images.mind-books.nl/libris/book/cover/9789463361668
9789463362269,Twist,Colum McCann,15.99,2468400,Gebonden,"Harmonie, Uitgeverij De",22/06/2020,NL,13,Fictie,,,https://libris.nl/9789463362269,https://images.mind-books.nl/libris/book/cover/9789463362269
9789463491150,Alter ego,Marissa Meyer,9.99,2469051,e-book,Blossom Books,10/09/2021,NL,0,Online kopen,,,https://libris.nl/9789463491150,https://images.mind-books.nl/libris/book/cover/9789463491150
9789463493116,FAQ Gender,Mandy Woelkens ; Thorn de Vries,10,2469132,Paperback,Blossom Books BOLD,06/02/2021,NL,0,YA-Boeken,,,https://libris.nl/9789463493116,https://images.mind-books.nl/libris/book/cover/9789463493116
9789463494021,Grijs,Carlie van Tongeren,10,2468391,Paperback,Blossom Books,22/06/2011,NL,0,YA-Boeken,,,https://libris.nl/9789463494021,https://images.mind-books.nl/libris/book/cover/9789463494021
9789463543439,Draai maar door - Voertuigen & machines,Unknown Author,10,2468749,Paperback,Lantaarn Publishers,22/06/2013,NL,4,Non-fictie,,,https://libris.nl/9789463543439,https://images.mind-books.nl/libris/book/cover/9789463543439
9789463561952,Effectief thuiswerken en online vergaderen,Victor Peters,22.5,2468288,Paperback,"Duuren Media, Van",06/02/2013,NL,0,Business & management,,,https://libris.nl/9789463561952,https://images.mind-books.nl/libris/book/cover/9789463561952
9789463590174,Architect van de Art Nouveau,Victor Horta,9.95,2468289,midprice,Librero Nederland B.V.,06/02/2014,NL,0,Non-fictie,,,https://libris.nl/9789463590174,https://images.mind-books.nl/libris/book/cover/9789463590174
